AFG;GAR;Khash Division
AFG;GAR;Lashkar Gan Division
AFG;Mot;Faizabad Motor Div.
AFG;Mot;Ghazni Motor Div.
AFG;Mot;Herat Motor Div.
AFG;Mot;Jalalabad Motor Div.
AFG;Mot;Kandahar Motor Div.
AFG;Mot;Maymeneh Motor Div.
AFG;Mot;Mazar-i-Sharif Motor Div.
AFG;Mot;Zahir Shah Motor Div.
AFG;Mot;Abdur Rahman Motor Div.
AFG;Mot;Nadir Shah Motor Div.
AFG;Mot;Dost Mohammed Motor Div.
AFG;Mot;Shah Shuja Motor Div.
AFG;Mec;Faizabad Half Track Div.
AFG;Mec;Ghazni Half Track Div.
AFG;Mec;Herat Half Track Div.
AFG;Mec;Jalalabad Half Track Div.
AFG;Mec;Kandahar Half Track Div.
AFG;Mec;Maymeneh Half Track Div.
AFG;Mec;Mazar-i-Sharif Half Track Div.
AFG;Mec;Zahir Shah Half Track Div.
AFG;Mec;Abdur Rahman Half Track Div.
AFG;Mec;Nadir Shah Half Track Div.
AFG;Mec;Dost Mohammed Half Track Div.
AFG;Mec;Shah Shuja Half Track Div.
AFG;L ARM;Faizabad Armoured Div.
AFG;L ARM;Ghazni Armoured Div.
AFG;L ARM;Herat Armoured Div.
AFG;L ARM;Jalalabad Armoured Div.
AFG;L ARM;Kandahar Armoured Div.
AFG;L ARM;Maymeneh Armoured Div.
AFG;L ARM;Mazar-i-Sharif Armoured Div.
AFG;L ARM;Zahir Shah Armoured Div.
AFG;L ARM;Abdur Rahman Armoured Div.
AFG;L ARM;Nadir Shah Armoured Div.
AFG;L ARM;Dost Mohammed Armoured Div.
AFG;L ARM;Shah Shuja Armoured Div.
AFG;Arm;Faizabad Armoured Div.
AFG;Arm;Ghazni Armoured Div.
AFG;Arm;Herat Armoured Div.
AFG;Arm;Jalalabad Armoured Div.
AFG;Arm;Kandahar Armoured Div.
AFG;Arm;Maymeneh Armoured Div.
AFG;Arm;Mazar-i-Sharif Armoured Div.
AFG;Arm;Zahir Shah Armoured Div.
AFG;Arm;Abdur Rahman Armoured Div.
AFG;Arm;Nadir Shah Armoured Div.
AFG;Arm;Dost Mohammed Armoured Div.
AFG;Arm;Shah Shuja Armoured Div.
AFG;Par;Faizabad Para Division
AFG;Par;Ghazni Para Division
AFG;Par;Herat Para Division
AFG;Par;Jalalabad Para Division
AFG;Par;Kandahar Para Division
AFG;Par;Maymeneh Para Division
AFG;Par;Mazar-i-Sharif Para Division
AFG;Par;Zahir Shah Para Division
AFG;Par;Abdur Rahman Para Division
AFG;Par;Nadir Shah Para Division
AFG;Par;Dost Mohammed Para Division
AFG;Par;Shah Shuja Para Division
AFG;Mar;Faizabad Marine Division
AFG;Mar;Ghazni Marine Division
AFG;Mar;Herat Marine Division
AFG;Mar;Jalalabad Marine Division
AFG;Mar;Kandahar Marine Division
AFG;Mar;Maymeneh Marine Division
AFG;Mar;Mazar-i-Sharif Marine Division
AFG;Mar;Zahir Shah Marine Division
AFG;Mar;Abdur Rahman Marine Division
AFG;Mar;Nadir Shah Marine Division
AFG;Mar;Dost Mohammed Marine Division
AFG;Mar;Shah Shuja Marine Division
AFG;Mtn;Faizabad Mountain Division
AFG;Mtn;Ghazni Mountain Division
AFG;Mtn;Herat Mountain Division
AFG;Mtn;Jalalabad Mountain Division
AFG;Mtn;Kandahar Mountain Division
AFG;Mtn;Maymeneh Mountain Division
AFG;Mtn;Mazar-i-Sharif Mountain Division
AFG;Mtn;Zahir Shah Mountain Division
AFG;Mtn;Abdur Rahman Mountain Division
AFG;Mtn;Nadir Shah Mountain Division
AFG;Mtn;Dost Mohammed Mountain Division
AFG;Mtn;Shah Shuja Mountain Division
AFG;Mtn;Taloqan Mountain Division
AFG;Mtn;Qondoz Mountain Division
AFG;Mtn;Kholm Mountain Division
AFG;Mil;Faizabad Militia
AFG;Mil;Ghazni Militia
AFG;Mil;Herat Militia
AFG;Mil;Jalalabad Militia
AFG;Mil;Kandahar Militia
AFG;Mil;Maymeneh Militia
AFG;Mil;Mazar-i-Sharif Militia
AFG;Mil;Zahir Shah Militia
AFG;Mil;Abdur Rahman Militia
AFG;Mil;Nadir Shah Militia
AFG;Mil;Dost Mohammed Militia
AFG;Mil;Shah Shuja Militia
AFG;Mil;Taloqan Militia
AFG;Mil;Qondoz Militia
AFG;Mil;Kholm Militia
AFG;Mil;Aybak Militia
AFG;Mil;Sheberghan Militia
AFG;Mil;Balkh Militia
AFG;Mil;Meymaneh Militia
AFG;Mil;Dawlatabad Militia
AFG;Mil;Tarin Kowt Militia
AFG;Mil;Dalat Militia
AFG;Mil;Khash Militia
AFG;Mil;Lashkar Gan Militia
AFG;Fig;I. Fighter Group
AFG;Fig;II. Fighter Group
AFG;Fig;III. Fighter Group
AFG;Fig;IV. Fighter Group
AFG;Fig;V. Fighter Group
AFG;Fig;VI. Fighter Group
AFG;Fig;VII. Fighter Group
AFG;Int F;I. Fighter Group
AFG;Int F;II. Fighter Group
AFG;Int F;III. Fighter Group
AFG;Int F;IV. Fighter Group
AFG;Int F;V. Fighter Group
AFG;Int F;VI. Fighter Group
AFG;Int F;VII. Fighter Group
AFG;41;X. Fighter Group
AFG;41;XI. Fighter Group
AFG;41;XII. Fighter Group
AFG;41;XIII. Fighter Group
AFG;41;XIV. Fighter Group
AFG;41;XV. Fighter Group
AFG;Str;I. Strategic Group
AFG;Str;II. Strategic Group
AFG;Str;III. Strategic Group
AFG;Str;IV. Strategic Group
AFG;Str;V. Strategic Group
AFG;Str;VI. Strategic Group
AFG;Str;VII. Strategic Group
AFG;Tac;I. Tactical Group
AFG;Tac;II. Tactical Group
AFG;Tac;III. Tactical Group
AFG;Tac;IV. Tactical Group
AFG;Tac;V. Tactical Group
AFG;Tac;VI. Tactical Group
AFG;Tac;VII. Tactical Group
AFG;CAS;I. Dive Bomber Group
AFG;CAS;II. Dive Bomber Group
AFG;CAS;III. Dive Bomber Group
AFG;CAS;IV. Dive Bomber Group
AFG;CAS;V. Dive Bomber Group
AFG;CAS;VI. Dive Bomber Group
AFG;CAS;VII. Dive Bomber Group
AFG;Nav;I. Naval Bomber Group
AFG;Nav;II. Naval Bomber Group
AFG;Nav;III. Naval Bomber Group
AFG;Nav;IV. Naval Bomber Group
AFG;Nav;V. Naval Bomber Group
AFG;Nav;VI. Naval Bomber Group
AFG;Nav;VII. Naval Bomber Group
AFG;Nav;I. Torpedo Group
AFG;Nav;II. Torpedo Group
AFG;Nav;III. Torpedo Group
AFG;Nav;IV. Torpedo Group
AFG;Nav;V. Torpedo Group
AFG;Nav;VI. Torpedo Group
AFG;Nav;VII. Torpedo Group
AFG;Trp;I. Air Transport Group
AFG;Trp;II. Air Transport Group
AFG;Trp;III. Air Transport Group
AFG;BB;RAS Afghanistan
AFG;BB;RAS Kabul
AFG;BB;RAS Pashtun
AFG;CA;RAS Faizabad
AFG;CA;RAS Ghazni
AFG;CA;RAS Herat
AFG;CA;RAS Jalalabad
AFG;CA;RAS Kandahar
AFG;CA;RAS Maymeneh
AFG;CA;RAS Mazar-i-Sharif
AFG;CV;RAS Zahir Shah
AFG;CV;RAS Nadir Shah
AFG;DD;D1
AFG;DD;D2
AFG;DD;D3
AFG;DD;D4
AFG;DD;D5
AFG;DD;D6
AFG;DD;D7
AFG;DD;D8
AFG;DD;D9
AFG;DD;D10
AFG;DD;D11
AFG;DD;D12
AFG;DD;D13
AFG;DD;D14
AFG;DD;D15
AFG;DD;D16
AFG;DD;D17
AFG;DD;D18
AFG;DD;D19
AFG;DD;D20
AFG;DD;D21
AFG;DD;D22
AFG;DD;D23
AFG;DD;D24
AFG;DD;D25
AFG;DD;D26
AFG;DD;D27
AFG;DD;D28
AFG;DD;D29
AFG;DD;D30
AFG;49;D1
AFG;49;D2
AFG;49;D3
AFG;49;D4
AFG;49;D5
AFG;49;D6
AFG;49;D7
AFG;49;D8
AFG;49;D9
AFG;49;D10
AFG;49;D11
AFG;49;D12
AFG;49;D13
AFG;49;D14
AFG;49;D15
AFG;49;D16
AFG;49;D17
AFG;49;D18
AFG;49;D19
AFG;49;D20
AFG;49;D21
AFG;49;D22
AFG;49;D23
AFG;49;D24
AFG;49;D25
AFG;49;D26
AFG;49;D27
AFG;49;D28
AFG;49;D29
AFG;49;D30
AFG;SS;1. Submarine Flotilla
AFG;SS;2. Submarine Flotilla
AFG;SS;3. Submarine Flotilla
AFG;SS;4. Submarine Flottila
AFG;SS;5. Submarine Flottila
AFG;SS;6. Submarine Flottila
AFG;29;1. Submarine Flotilla
AFG;29;2. Submarine Flotilla
AFG;29;3. Submarine Flotilla
AFG;29;4. Submarine Flottila
AFG;29;5. Submarine Flottila
AFG;29;6. Submarine Flottila
AFG;48;1. Submarine Flotilla
AFG;48;2. Submarine Flotilla
AFG;48;3. Submarine Flotilla
AFG;48;4. Submarine Flottila
AFG;48;5. Submarine Flottila
AFG;48;6. Submarine Flottila
AFG;TP;1. Troop Transport Flotilla
AFG;TP;2. Troop Transport Flotilla
AFG;TP;3. Troop Transport Flotilla
AFG;TP;4. Troop Transport Flotilla
AFG;TP;5. Troop Transport Flotilla
AFG;TP;6. Troop Transport Flotilla
AFG;TP;7. Troop Transport Flotilla
AFG;TP;8. Troop Transport Flotilla
AFG;TP;9. Troop Transport Flotilla
AFG;TP;10. Troop Transport Flotilla
ALB;HQ;I. Shqiperia Armé
ALB;HQ;II. Shqiperia Armé
ALB;HQ;III. Shqiperia Armé
ALB;HQ;IV. Shqiperia Armé
ALB;HQ;V. Shqiperia Armé
ALB;HQ;VI. Shqiperia Armé
ALB;HQ;VII. Shqiperia Armé
ALB;HQ;VIII. Shqiperia Armé
ALB;HQ;IX. Shqiperia Armé
ALB;HQ;X. Shqiperia Armé
ALB;Inf;I Këmbësori Pjesëtim
ALB;Inf;II Këmbësori Pjesëtim
ALB;Inf;III Këmbësori Pjesëtim
ALB;Inf;IV Këmbësori Pjesëtim
ALB;Inf;V Këmbësori Pjesëtim
ALB;Inf;VI Këmbësori Pjesëtim
ALB;Inf;VII Këmbësori Pjesëtim
ALB;Inf;VIII Këmbësori Pjesëtim
ALB;Inf;IX Këmbësori Pjesëtim
ALB;Inf;X Këmbësori Pjesëtim
ALB;Inf;XI Këmbësori Pjesëtim
ALB;Inf;XII Këmbësori Pjesëtim
ALB;42;I Këmbësori Pjesëtim
ALB;42;II Këmbësori Pjesëtim
ALB;42;III Këmbësori Pjesëtim
ALB;42;IV Këmbësori Pjesëtim
ALB;42;V Këmbësori Pjesëtim
ALB;42;VI Këmbësori Pjesëtim
ALB;42;VII Këmbësori Pjesëtim
ALB;42;VIII Këmbësori Pjesëtim
ALB;42;IX Këmbësori Pjesëtim
ALB;42;X Këmbësori Pjesëtim
ALB;42;XI Këmbësori Pjesëtim
ALB;42;XII Këmbësori Pjesëtim
ALB;GAR;I Këmbësori Pjesëtim
ALB;GAR;II Këmbësori Pjesëtim
ALB;GAR;III Këmbësori Pjesëtim
ALB;GAR;IV Këmbësori Pjesëtim
ALB;GAR;V Këmbësori Pjesëtim
ALB;GAR;VI Këmbësori Pjesëtim
ALB;GAR;VII Këmbësori Pjesëtim
ALB;GAR;VIII Këmbësori Pjesëtim
ALB;GAR;IX Këmbësori Pjesëtim
ALB;GAR;X Këmbësori Pjesëtim
ALB;GAR;XI Këmbësori Pjesëtim
ALB;GAR;XII Këmbësori Pjesëtim
ALB;Cav;I Kavaleri Pjesëtim
ALB;Cav;II Kavaleri Pjesëtim
ALB;Cav;III Kavaleri Pjesëtim
ALB;Cav;IV Kavaleri Pjesëtim
ALB;Cav;V Kavaleri Pjesëtim
ALB;Cav;VI Kavaleri Pjesëtim
ALB;Cav;VII Kavaleri Pjesëtim
ALB;Cav;VIII Kavaleri Pjesëtim
ALB;Mot;I Këmbësori Pje. përdor Kamion
ALB;Mot;II Këmbësori Pje. përdor Kamion
ALB;Mot;III Këmbësori Pje. përdor Kamion
ALB;Mot;IV Këmbësori Pje. përdor Kamion
ALB;Mot;V Këmbësori Pje. përdor Kamion
ALB;Mec;I Këmb. Pje. për. Kamion Mekanik
ALB;Mec;II Këmb. Pje. për. Kamion Mekanik
ALB;Mec;III Këmb. Pje. për. Kamion Mekanik
ALB;Mec;IV Këmb. Pje. për. Kamion Mekanik
ALB;Mec;V Këmb. Pje. për. Kamion Mekanik
ALB;L ARM;I Koracë Pjesëtim
ALB;L ARM;II Koracë Pjesëtim
ALB;L ARM;III Koracë Pjesëtim
ALB;L ARM;IV Koracë Pjesëtim
ALB;L ARM;V Koracë Pjesëtim
ALB;Arm;I Koracë Pjesëtim
ALB;Arm;II Koracë Pjesëtim
ALB;Arm;III Koracë Pjesëtim
ALB;Arm;IV Koracë Pjesëtim
ALB;Arm;V Koracë Pjesëtim
ALB;Par;I Ushtar përdor Aviacion Pjesëtim
ALB;Par;II Ushtar përdor Aviacion Pjesëtim
ALB;Par;III Ushtar përdor Aviacion Pjesëtim
ALB;Par;IV Ushtar përdor Aviacion Pjesëtim
ALB;Par;V Ushtar përdor Aviacion Pjesëtim
ALB;Mar;I Marinë Këmbësori Pjesëtim
ALB;Mar;II Marinë Këmbësori Pjesëtim
ALB;Mar;III Marinë Këmbësori Pjesëtim
ALB;Mar;IV Marinë Këmbësori Pjesëtim
ALB;Mar;V Marinë Këmbësori Pjesëtim
ALB;Mtn;I Bjeshkë Këmbësori Pjesëtim
ALB;Mtn;II Bjeshkë Këmbësori Pjesëtim
ALB;Mtn;III Bjeshkë Këmbësori Pjesëtim
ALB;Mtn;IV Bjeshkë Këmbësori Pjesëtim
ALB;Mtn;V Bjeshkë Këmbësori Pjesëtim
ALB;Mil;I Polici Këmbësori Pjesëtim
ALB;Mil;II Polici Këmbësori Pjesëtim
ALB;Mil;III Polici Këmbësori Pjesëtim
ALB;Mil;IV Polici Këmbësori Pjesëtim
ALB;Mil;V Polici Këmbësori Pjesëtim
ALB;Mil;VI Polici Këmbësori Pjesëtim
ALB;Mil;VII Polici Këmbësori Pjesëtim
ALB;Mil;VIII Polici Këmbësori Pjesëtim
ALB;Mil;IX Polici Këmbësori Pjesëtim
ALB;Mil;X Polici Këmbësori Pjesëtim
ALB;Fig;1. Avion Luftarak Grup
ALB;Fig;2. Avion Luftarak Grup
ALB;Fig;3. Avion Luftarak Grup
ALB;Fig;4. Avion Luftarak Grup
ALB;Fig;5. Avion Luftarak Grup
ALB;Int F;1. Avion Luftarak Grup
ALB;Int F;2. Avion Luftarak Grup
ALB;Int F;3. Avion Luftarak Grup
ALB;Int F;4. Avion Luftarak Grup
ALB;Int F;5. Avion Luftarak Grup
ALB;41;1. Avion Luftarak Grup
ALB;41;2. Avion Luftarak Grup
ALB;41;3. Avion Luftarak Grup
ALB;41;4. Avion Luftarak Grup
ALB;41;5. Avion Luftarak Grup
ALB;Str;1. Grup Avion Luftarak Strategejik
ALB;Str;2. Grup Avion Luftarak Strategejik
ALB;Str;3. Grup Avion Luftarak Strategejik
ALB;Str;4. Grup Avion Luftarak Strategejik
ALB;Str;5. Grup Avion Luftarak Strategejik
ALB;Tac;1. Grup Avion Luftarak Taktikë
ALB;Tac;2. Grup Avion Luftarak Taktikë
ALB;Tac;3. Grup Avion Luftarak Taktikë
ALB;Tac;4. Grup Avion Luftarak Taktikë
ALB;Tac;5. Grup Avion Luftarak Taktikë
ALB;CAS;1. Zhujtem Bombardoj Avion Grup
ALB;CAS;2. Zhujtem Bombardoj Avion Grup
ALB;CAS;3. Zhujtem Bombardoj Avion Grup
ALB;CAS;4. Zhujtem Bombardoj Avion Grup
ALB;CAS;5. Zhujtem Bombardoj Avion Grup
ALB;Nav;1. Naval Bombardoj Avion Grup
ALB;Nav;2. Naval Bombardoj Avion Grup
ALB;Nav;3. Naval Bombardoj Avion Grup
ALB;Nav;4. Naval Bombardoj Avion Grup
ALB;Nav;5. Naval Bombardoj Avion Grup
ALB;Nav;1. Naval Torpetz Avion Grup
ALB;Nav;2. Naval Torpetz Avion Grup
ALB;Nav;3. Naval Torpetz Avion Grup
ALB;Nav;4. Naval Torpetz Avion Grup
ALB;Nav;5. Naval Torpetz Avion Grup
ALB;Trp;1. Transportoj Avion Grup
ALB;Trp;2. Transportoj Avion Grup
ALB;Trp;3. Transportoj Avion Grup
ALB;BB;Shqipëri
ALB;BB;Tiranë
ALB;CA;Vlora
ALB;CA;Korca
ALB;CA;Berati
ALB;CA;Durresi
ALB;CA;Elbasani
ALB;CV;Skanderbej
ALB;BC;Shqipëri
ALB;BC;Tiranë
ALB;CL;Vlora
ALB;CL;Korca
ALB;CL;Berati
ALB;CL;Durresi
ALB;CL;Elbasani
ALB;DD;Gjirokastra
ALB;DD;Corovoda
ALB;DD;Cakrani
ALB;DD;Vithkuni
ALB;DD;Pogradeci
ALB;DD;Oriku
ALB;DD;Himara
ALB;49;Shkodrës
ALB;49;Drini
ALB;49;Valbonë
ALB;49;Osumi
ALB;49;Vjosë
ALB;49;Librazhdi
ALB;49;Ersekë
ALB;SS;Delfin edhe Grup
ALB;SS;Salmon edhe Grup
ALB;SS;Ngjalë edhe Grup
ALB;SS;Troftë edhe Grup
ALB;SS;Midhje edhe Grup
ALB;SS;Gaforre edhe Grup
ALB;SS;1. Nendetëse Flöte
ALB;SS;2. Nendetëse Flöte
ALB;29;Delfin edhe Grup
ALB;29;Salmon edhe Grup
ALB;29;Ngjalë edhe Grup
ALB;29;Troftë edhe Grup
ALB;29;Midhje edhe Grup
ALB;29;Gaforre edhe Grup
ALB;29;1. Nendetëse Flöte
ALB;29;2. Nendetëse Flöte
ALB;48;Delfin edhe Grup
ALB;48;Salmon edhe Grup
ALB;48;Ngjalë edhe Grup
ALB;48;Troftë edhe Grup
ALB;48;Midhje edhe Grup
ALB;48;Gaforre edhe Grup
ALB;48;1. Nendetëse Flöte
ALB;48;2. Nendetëse Flöte
ALB;TP;1. Transportoj Marinë Naval
ALB;TP;2. Transportoj Marinë Naval
ALB;TP;3. Transportoj Marinë Naval
ALB;TP;4. Transportoj Marinë Naval
ALB;TP;5. Transportoj Marinë Naval
ALB;TP;6. Transportoj Marinë Naval
ALG;HQ;1st Al Jaza'ir Army
ALG;HQ;2nd Al Jaza'ir Army
ALG;HQ;3rd Al Jaza'ir Army
ALG;HQ;4th Al Jaza'ir Army
ALG;HQ;5th Al Jaza'ir Army
ALG;Inf;al-Mushati al-1i
ALG;Inf;al-Mushati al-2i
ALG;Inf;al-Mushati al-3i
ALG;Inf;al-Mushati al-4i
ALG;Inf;al-Mushati al-5i
ALG;Inf;al-Mushati al-6i
ALG;Inf;al-Mushati al-7i
ALG;Inf;al-Mushati al-8i
ALG;Inf;al-Mushati al-9i
ALG;Inf;al-Mushati al-10i
ALG;Inf;al-Mushati al-12r
ALG;Inf;al-Mushati al-13r
ALG;Inf;al-Mushati al-14r
ALG;Inf;al-Mushati al-15r
ALG;Inf;al-Mushati al-16r
ALG;Inf;al-Mushati al-17r
ALG;Inf;al-Mushati al-18r
ALG;Inf;al-Mushati al-19r
ALG;Inf;al-Mushati al-20r
ALG;42;al-Mushati al-1i
ALG;42;al-Mushati al-2i
ALG;42;al-Mushati al-3i
ALG;42;al-Mushati al-4i
ALG;42;al-Mushati al-5i
ALG;42;al-Mushati al-6i
ALG;42;al-Mushati al-7i
ALG;42;al-Mushati al-8i
ALG;42;al-Mushati al-9i
ALG;42;al-Mushati al-10i
ALG;42;al-Mushati al-12r
ALG;42;al-Mushati al-13r
ALG;42;al-Mushati al-14r
ALG;42;al-Mushati al-15r
ALG;42;al-Mushati al-16r
ALG;42;al-Mushati al-17r
ALG;42;al-Mushati al-18r
ALG;42;al-Mushati al-19r
ALG;42;al-Mushati al-20r
ALG;Gar;al-Mushati al-1i
ALG;Gar;al-Mushati al-2i
ALG;Gar;al-Mushati al-3i
ALG;Gar;al-Mushati al-4i
ALG;Gar;al-Mushati al-5i
ALG;Gar;al-Mushati al-6i
ALG;Gar;al-Mushati al-7i
ALG;Gar;al-Mushati al-8i
ALG;Gar;al-Mushati al-9i
ALG;Gar;al-Mushati al-10i
ALG;Gar;al-Mushati al-12r
ALG;Gar;al-Mushati al-13r
ALG;Gar;al-Mushati al-14r
ALG;Gar;al-Mushati al-15r
ALG;Gar;al-Mushati al-16r
ALG;Gar;al-Mushati al-17r
ALG;Gar;al-Mushati al-18r
ALG;Gar;al-Mushati al-19r
ALG;Gar;al-Mushati al-20r
ALG;Cav;Sipahis al-1i
ALG;Cav;Sipahis al-2i
ALG;Cav;Sipahis al-3i
ALG;Cav;Sipahis al-4i
ALG;Cav;Sipahis al-5i
ALG;Cav;Sipahis al-6i
ALG;Cav;Sipahis al-7i
ALG;Cav;Sipahis al-8i
ALG;Cav;Sipahis al-9i
ALG;Cav;Sipahis al-10i
ALG;Cav;Sipahis al-11r
ALG;Cav;Sipahis al-12r
ALG;Cav;Sipahis al-13r
ALG;Cav;Sipahis al-14r
ALG;Cav;Sipahis al-15r
ALG;Mot;al-Mushati al-1i
ALG;Mot;al-Mushati al-2i
ALG;Mot;al-Mushati al-3i
ALG;Mot;al-Mushati al-4i
ALG;Mot;al-Mushati al-5i
ALG;Mot;al-Mushati al-6i
ALG;Mot;al-Mushati al-7i
ALG;Mot;al-Mushati al-8i
ALG;Mot;al-Mushati al-9i
ALG;Mot;al-Mushati al-10i
ALG;Mot;al-Mushati al-12r
ALG;Mot;al-Mushati al-13r
ALG;Mot;al-Mushati al-14r
ALG;Mot;al-Mushati al-15r
ALG;Mot;al-Mushati al-16r
ALG;Mot;al-Mushati al-17r
ALG;Mot;al-Mushati al-18r
ALG;Mot;al-Mushati al-19r
ALG;Mot;al-Mushati al-20r
ALG;Mec;al-Mushati al-1i
ALG;Mec;al-Mushati al-2i
ALG;Mec;al-Mushati al-3i
ALG;Mec;al-Mushati al-4i
ALG;Mec;al-Mushati al-5i
ALG;Mec;al-Mushati al-6i
ALG;Mec;al-Mushati al-7i
ALG;Mec;al-Mushati al-8i
ALG;Mec;al-Mushati al-9i
ALG;Mec;al-Mushati al-10i
ALG;Mec;al-Mushati al-12r
ALG;Mec;al-Mushati al-13r
ALG;Mec;al-Mushati al-14r
ALG;Mec;al-Mushati al-15r
ALG;Mec;al-Mushati al-16r
ALG;Mec;al-Mushati al-17r
ALG;Mec;al-Mushati al-18r
ALG;Mec;al-Mushati al-19r
ALG;Mec;al-Mushati al-20r
ALG;L Arm;Sipahis al-1i
ALG;L Arm;Sipahis al-2i
ALG;L Arm;Sipahis al-3i
ALG;L Arm;Sipahis al-4i
ALG;L Arm;Sipahis al-5i
ALG;L Arm;Sipahis al-6i
ALG;L Arm;Sipahis al-7i
ALG;L Arm;Sipahis al-8i
ALG;L Arm;Sipahis al-9i
ALG;L Arm;Sipahis al-10i
ALG;Arm;Sipahis al-1i
ALG;Arm;Sipahis al-2i
ALG;Arm;Sipahis al-3i
ALG;Arm;Sipahis al-4i
ALG;Arm;Sipahis al-5i
ALG;Arm;Sipahis al-6i
ALG;Arm;Sipahis al-7i
ALG;Arm;Sipahis al-8i
ALG;Arm;Sipahis al-9i
ALG;Arm;Sipahis al-10i
ALG;Par;al-Mushati al-20r
ALG;Par;al-Mushati al-21r
ALG;Par;al-Mushati al-22r
ALG;Par;al-Mushati al-23r
ALG;Par;al-Mushati al-24r
ALG;Par;al-Mushati al-25r
ALG;Par;al-Mushati al-26r
ALG;Par;al-Mushati al-27r
ALG;Par;al-Mushati al-28r
ALG;Par;al-Mushati al-29r
ALG;Par;al-Mushati al-30r
ALG;Mar;al-Mushati al-20r
ALG;Mar;al-Mushati al-21r
ALG;Mar;al-Mushati al-22r
ALG;Mar;al-Mushati al-23r
ALG;Mar;al-Mushati al-24r
ALG;Mar;al-Mushati al-25r
ALG;Mar;al-Mushati al-26r
ALG;Mar;al-Mushati al-27r
ALG;Mar;al-Mushati al-28r
ALG;Mar;al-Mushati al-29r
ALG;Mar;al-Mushati al-30r
ALG;Mtn;al-Mushati al-20r
ALG;Mtn;al-Mushati al-21r
ALG;Mtn;al-Mushati al-22r
ALG;Mtn;al-Mushati al-23r
ALG;Mtn;al-Mushati al-24r
ALG;Mtn;al-Mushati al-25r
ALG;Mtn;al-Mushati al-26r
ALG;Mtn;al-Mushati al-27r
ALG;Mtn;al-Mushati al-28r
ALG;Mtn;al-Mushati al-29r
ALG;Mtn;al-Mushati al-30r
ALG;Mil;al-Milishiya al-1i
ALG;Mil;al-Milishiya al-2i
ALG;Mil;al-Milishiya al-3i
ALG;Mil;al-Milishiya al-4i
ALG;Mil;al-Milishiya al-5i
ALG;Mil;al-Milishiya al-6i
ALG;Mil;al-Milishiya al-7i
ALG;Mil;al-Milishiya al-8i
ALG;Mil;al-Milishiya al-9i
ALG;Mil;al-Milishiya al-10i
ALG;Mil;al-Milishiya al-11r
ALG;Mil;al-Milishiya al-12r
ALG;Mil;al-Milishiya al-13r
